族群,細產業,檔名,細產業代碼,成分股數,來源網址
化學工業,鈦白粉,化學工業_鈦白粉.csv,C017250,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017250
化學工業,氟化物,化學工業_氟化物.csv,C017260,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017260
化學工業,煤化工,化學工業_煤化工.csv,C017270,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017270
化學工業,丁二醇,化學工業_丁二醇.csv,C017280,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017280
化學工業,二甲基甲醯胺(DMF),化學工業_二甲基甲醯胺(DMF).csv,C017290,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017290
化學工業,磷酸二銨(DAP),化學工業_磷酸二銨(DAP).csv,C017300,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017300
化學工業,磷酸一銨(MAP),化學工業_磷酸一銨(MAP).csv,C017310,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017310
化學工業,MDI,化學工業_MDI.csv,C017320,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017320
化學工業,TDI,化學工業_TDI.csv,C017330,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017330
化學工業,有機矽,化學工業_有機矽.csv,C017340,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017340
化學工業,雙酚A,化學工業_雙酚A.csv,C017350,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017350
化學工業,硫磺,化學工業_硫磺.csv,C017360,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017360
化學工業,黃磷,化學工業_黃磷.csv,C017370,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017370
化學工業,環氧丙烷,化學工業_環氧丙烷.csv,C017380,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017380
化學工業,醋酸,化學工業_醋酸.csv,C017390,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017390
化學工業,酚,化學工業_酚.csv,C017391,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017391
化學工業,氣凝膠,化學工業_氣凝膠.csv,C017491,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017491
化學工業,石油支撐劑,化學工業_石油支撐劑.csv,C017492,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017492
化學工業,化學產品通路,化學工業_化學產品通路.csv,C017493,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017493
化學工業,強酸產品,化學工業_強酸產品.csv,C017494,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017494
化學工業,草酸,化學工業_草酸.csv,C017499,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017499
化學工業,化學工業,化學工業_化學工業.csv,C017880,65,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017880
化學工業,其他化工產品,化學工業_其他化工產品.csv,C017990,25,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C017990
化學工業,塗料,化學工業_塗料.csv,C018011,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018011
橡膠工業,輪胎,橡膠工業_輪胎.csv,C021010,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C021010
橡膠工業,橡膠製品,橡膠工業_橡膠製品.csv,C021050,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C021050
橡膠工業,碳煙,橡膠工業_碳煙.csv,C021060,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C021060
橡膠工業,合成橡膠,橡膠工業_合成橡膠.csv,C021070,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C021070
橡膠工業,油封,橡膠工業_油封.csv,C021080,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C021080
橡膠工業,天然橡膠,橡膠工業_天然橡膠.csv,C021090,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C021090
橡膠工業,熱可塑橡膠,橡膠工業_熱可塑橡膠.csv,C021100,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C021100
橡膠工業,乳膠相關,橡膠工業_乳膠相關.csv,C021110,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C021110
橡膠工業,橡膠工業,橡膠工業_橡膠工業.csv,C021990,14,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C021990
建材,電梯,建材_電梯.csv,C015030,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015030
建材,建材,建材_建材.csv,C018010,17,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018010
建材,輕鋼架,建材_輕鋼架.csv,C018012,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018012
建材,複合板,建材_複合板.csv,C018013,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018013
建材,金屬建材,建材_金屬建材.csv,C018014,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018014
建材,木地板,建材_木地板.csv,C018016,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018016
建材,鋁門窗,建材_鋁門窗.csv,C018017,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018017
建材,玻璃,建材_玻璃.csv,C018020,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018020
建材,釉料,建材_釉料.csv,C018040,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018040
建材,岩棉,建材_岩棉.csv,C018070,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018070
建材,陶瓷,建材_陶瓷.csv,C018990,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018990
建材,瓷磚,建材_瓷磚.csv,C018991,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018991
家居用品,地毯,家居用品_地毯.csv,C014209,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C014209
家居用品,家居用品,家居用品_家居用品.csv,C018030,21,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018030
家居用品,辦公室傢俱,家居用品_辦公室傢俱.csv,C018031,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018031
家居用品,餐具,家居用品_餐具.csv,C018032,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018032
家居用品,衛浴設備,家居用品_衛浴設備.csv,C018050,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018050
家居用品,廚具,家居用品_廚具.csv,C018060,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018060
家居用品,廚衛電,家居用品_廚衛電.csv,C018061,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C018061
家居用品,傢俱,家居用品_傢俱.csv,C099130,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099130
家居用品,窗簾,家居用品_窗簾.csv,C099132,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099132
家居用品,水龍頭,家居用品_水龍頭.csv,C099133,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099133
家居用品,鎖,家居用品_鎖.csv,C099180,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099180
家居用品,寢具,家居用品_寢具.csv,C099193,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099193
造紙業,紙漿,造紙業_紙漿.csv,C019010,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C019010
造紙業,工業用紙,造紙業_工業用紙.csv,C019020,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C019020
造紙業,文化用紙,造紙業_文化用紙.csv,C019030,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C019030
造紙業,家庭用紙,造紙業_家庭用紙.csv,C019040,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C019040
造紙業,包裝用紙,造紙業_包裝用紙.csv,C019050,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C019050
造紙業,特殊用紙,造紙業_特殊用紙.csv,C019060,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C019060
造紙業,造紙業,造紙業_造紙業.csv,C019990,9,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C019990
線材盤元,螺絲螺帽,線材盤元_螺絲螺帽.csv,C020021,15,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020021
線材盤元,線材盤元,線材盤元_線材盤元.csv,C020030,24,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020030
條鋼,鋼筋,條鋼_鋼筋.csv,C020040,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020040
條鋼,條鋼,條鋼_條鋼.csv,C020050,16,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020050
條鋼,型鋼,條鋼_型鋼.csv,C020060,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020060
條鋼,鋼構,條鋼_鋼構.csv,C020070,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020070
條鋼,鋼管,條鋼_鋼管.csv,C020080,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020080
條鋼,棒鋼,條鋼_棒鋼.csv,C020150,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020150
不鏽鋼,不鏽鋼,不鏽鋼_不鏽鋼.csv,C020110,19,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020110
不鏽鋼,冷軋不鏽鋼,不鏽鋼_冷軋不鏽鋼.csv,C020114,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020114
不鏽鋼,熱軋不鏽鋼,不鏽鋼_熱軋不鏽鋼.csv,C020115,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020115
不鏽鋼,不鏽鋼品,不鏽鋼_不鏽鋼品.csv,C020116,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020116
不鏽鋼,不鏽鋼剪裁加工,不鏽鋼_不鏽鋼剪裁加工.csv,C020117,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020117
不鏽鋼,不鏽鋼管,不鏽鋼_不鏽鋼管.csv,C020118,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020118
不鏽鋼,不鏽鋼緊固件,不鏽鋼_不鏽鋼緊固件.csv,C020119,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020119
不鏽鋼,不鏽鋼線材,不鏽鋼_不鏽鋼線材.csv,C020121,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020121
合金鋼,合金鋼,合金鋼_合金鋼.csv,C020111,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020111
合金鋼,特殊鋼,合金鋼_特殊鋼.csv,C020112,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020112
合金鋼,工具鋼,合金鋼_工具鋼.csv,C020113,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020113
非鐵金屬,非鐵金屬,非鐵金屬_非鐵金屬.csv,C020130,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020130
非鐵金屬,銅,非鐵金屬_銅.csv,C020131,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020131
非鐵金屬,鋁,非鐵金屬_鋁.csv,C020132,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020132
非鐵金屬,鎳,非鐵金屬_鎳.csv,C020133,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020133
非鐵金屬,鉭,非鐵金屬_鉭.csv,C020135,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020135
非鐵金屬,鎢,非鐵金屬_鎢.csv,C020137,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020137
非鐵金屬,鋅,非鐵金屬_鋅.csv,C020138,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020138
非鐵金屬,鈦,非鐵金屬_鈦.csv,C020139,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020139
非鐵金屬,鋯,非鐵金屬_鋯.csv,C020140,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020140
非鐵金屬,錫,非鐵金屬_錫.csv,C020141,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020141
非鐵金屬,鍶,非鐵金屬_鍶.csv,C020142,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020142
非鐵金屬,鋁擠型,非鐵金屬_鋁擠型.csv,C020143,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020143
非鐵金屬,鈾,非鐵金屬_鈾.csv,C020145,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020145
非鐵金屬,鉬,非鐵金屬_鉬.csv,C020147,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020147
非鐵金屬,鎂合金,非鐵金屬_鎂合金.csv,C020148,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020148
非鐵金屬,稀土,非鐵金屬_稀土.csv,C020149,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020149
非鐵金屬,釩,非鐵金屬_釩.csv,C020191,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020191
非鐵金屬,鈷,非鐵金屬_鈷.csv,C020192,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020192
非鐵金屬,鉛,非鐵金屬_鉛.csv,C099080,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099080
貴金屬,黃金,貴金屬_黃金.csv,C020134,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020134
貴金屬,鉑,貴金屬_鉑.csv,C020136,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020136
貴金屬,銀,貴金屬_銀.csv,C020144,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020144
貴金屬,鈀,貴金屬_鈀.csv,C020146,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020146
貴金屬,貴金屬,貴金屬_貴金屬.csv,C020170,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020170
板鋼,鋼胚,板鋼_鋼胚.csv,C020011,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020011
板鋼,鐵礦砂,板鋼_鐵礦砂.csv,C020012,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020012
板鋼,熱軋鋼捲,板鋼_熱軋鋼捲.csv,C020020,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020020
板鋼,冷軋鋼捲,板鋼_冷軋鋼捲.csv,C020090,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020090
板鋼,鍍鋅鋼捲,板鋼_鍍鋅鋼捲.csv,C020100,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020100
板鋼,烤漆鋼捲,板鋼_烤漆鋼捲.csv,C020120,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020120
板鋼,鋼剪裁加工,板鋼_鋼剪裁加工.csv,C020160,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020160
板鋼,鋼板,板鋼_鋼板.csv,C020180,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020180
板鋼,塗鍍鋼捲,板鋼_塗鍍鋼捲.csv,C020190,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020190
板鋼,板鋼,板鋼_板鋼.csv,C020990,9,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C020990
金屬礦採選,金屬礦採選,金屬礦採選_金屬礦採選.csv,C099352,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099352
汽車服務相關,汽車銷售,汽車服務相關_汽車銷售.csv,C022010,8,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022010
汽車服務相關,汽車融資,汽車服務相關_汽車融資.csv,C022012,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022012
汽車服務相關,汽車服務相關,汽車服務相關_汽車服務相關.csv,C022031,14,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022031
汽機車零組件,車燈,汽機車零組件_車燈.csv,C015105,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C015105
汽機車零組件,汽車保險桿,汽機車零組件_汽車保險桿.csv,C022011,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022011
汽機車零組件,汽機車零組件,汽機車零組件_汽機車零組件.csv,C022040,60,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022040
汽機車零組件,木床／車架,汽機車零組件_木床／車架.csv,C022045,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022045
汽機車零組件,汽車鈑金,汽機車零組件_汽車鈑金.csv,C022046,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022046
汽機車零組件,引擎相關,汽機車零組件_引擎相關.csv,C022048,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022048
汽機車零組件,傳動系統,汽機車零組件_傳動系統.csv,C022051,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022051
汽機車零組件,輪圈,汽機車零組件_輪圈.csv,C022053,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022053
汽機車零組件,活塞,汽機車零組件_活塞.csv,C022054,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022054
汽機車零組件,轉向系統,汽機車零組件_轉向系統.csv,C022062,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022062
汽機車零組件,剎車系統,汽機車零組件_剎車系統.csv,C022063,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022063
汽機車零組件,懸吊系統,汽機車零組件_懸吊系統.csv,C022064,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022064
汽機車零組件,車用冷卻系統,汽機車零組件_車用冷卻系統.csv,C022065,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022065
汽機車零組件,車用防盜系統,汽機車零組件_車用防盜系統.csv,C022083,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022083
汽機車零組件,車用軸承,汽機車零組件_車用軸承.csv,C022084,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022084
汽機車零組件,機車零組件,汽機車零組件_機車零組件.csv,C022085,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022085
汽機車零組件,車用排氣系統,汽機車零組件_車用排氣系統.csv,C022086,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022086
汽機車零組件,車用馬達,汽機車零組件_車用馬達.csv,C022087,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022087
汽機車零組件,汽車端子,汽機車零組件_汽車端子.csv,C022913,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022913
汽車內裝,汽車空調,汽車內裝_汽車空調.csv,C022043,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022043
汽車內裝,儀表板,汽車內裝_儀表板.csv,C022047,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022047
汽車內裝,車用玻璃,汽車內裝_車用玻璃.csv,C022049,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022049
汽車內裝,汽車音響,汽車內裝_汽車音響.csv,C022050,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022050
汽車內裝,汽車內裝,汽車內裝_汽車內裝.csv,C022055,11,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022055
汽車內裝,安全氣囊,汽車內裝_安全氣囊.csv,C022056,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022056
汽車內裝,汽車座椅,汽車內裝_汽車座椅.csv,C022061,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022061
車用金屬成型,車用鑄件,車用金屬成型_車用鑄件.csv,C022041,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022041
車用金屬成型,車用鍛件,車用金屬成型_車用鍛件.csv,C022042,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022042
車用金屬成型,車用金屬成型,車用金屬成型_車用金屬成型.csv,C022070,10,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022070
車用金屬成型,車用沖壓件,車用金屬成型_車用沖壓件.csv,C022081,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022081
車用金屬成型,車用粉末冶金件,車用金屬成型_車用粉末冶金件.csv,C022082,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022082
車輛整車,汽車製造,車輛整車_汽車製造.csv,C022005,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022005
車輛整車,電動車,車輛整車_電動車.csv,C022006,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022006
車輛整車,電動機車,車輛整車_電動機車.csv,C022007,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022007
車輛整車,機車,車輛整車_機車.csv,C022020,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022020
車輛整車,沙灘車,車輛整車_沙灘車.csv,C022030,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022030
車輛整車,自動駕駛車,車輛整車_自動駕駛車.csv,C022032,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022032
車輛整車,車輛整車,車輛整車_車輛整車.csv,C022910,18,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022910
車輛整車,特種車輛相關,車輛整車_特種車輛相關.csv,C022911,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022911
車輛整車,客貨車輛相關,車輛整車_客貨車輛相關.csv,C022912,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022912
車輛整車,自行車,車輛整車_自行車.csv,C099050,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C099050
車用電子,車用電子,車用電子_車用電子.csv,C022052,35,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022052
車用電子,胎壓監測系統,車用電子_胎壓監測系統.csv,C022057,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022057
車用電子,倒車雷達,車用電子_倒車雷達.csv,C022058,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022058
車用電子,車載影音系統,車用電子_車載影音系統.csv,C022059,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022059
車用電子,行車紀錄器,車用電子_行車紀錄器.csv,C022067,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022067
車用電子,倒車影像系統,車用電子_倒車影像系統.csv,C022068,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022068
車用電子,抬頭顯示器(HUD),車用電子_抬頭顯示器(HUD).csv,C022069,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022069
車用電子,LIDAR,車用電子_LIDAR.csv,C022088,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C022088
面板業,面板業,面板業_面板業.csv,C023015,28,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023015
面板業,中小尺吋面板,面板業_中小尺吋面板.csv,C023020,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023020
面板業,TFT-LCD,面板業_TFT-LCD.csv,C023025,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023025
面板業,TN／STN LCD,面板業_TN／STN LCD.csv,C023026,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023026
面板業,LCM,面板業_LCM.csv,C023031,13,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023031
面板業,電子紙,面板業_電子紙.csv,C023036,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023036
面板業,OLED,面板業_OLED.csv,C023037,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023037
面板業,觸控面板,面板業_觸控面板.csv,C023158,12,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023158
面板零組件,面板零組件,面板零組件_面板零組件.csv,C023016,23,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023016
面板零組件,背光模組,面板零組件_背光模組.csv,C023027,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023027
面板零組件,偏光板,面板零組件_偏光板.csv,C023029,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023029
面板零組件,液晶,面板零組件_液晶.csv,C023032,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023032
面板零組件,導電玻璃,面板零組件_導電玻璃.csv,C023033,2,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023033
面板零組件,玻璃基板,面板零組件_玻璃基板.csv,C023034,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023034
面板零組件,光學膜,面板零組件_光學膜.csv,C023035,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023035
面板零組件,玻璃基板加工,面板零組件_玻璃基板加工.csv,C023038,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023038
面板零組件,彩色濾光片,面板零組件_彩色濾光片.csv,C023380,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023380
LED,LED,LED_LED.csv,C023040,39,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023040
LED,LED晶粒,LED_LED晶粒.csv,C023041,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023041
LED,LED封裝,LED_LED封裝.csv,C023042,15,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023042
LED,LED磊晶,LED_LED磊晶.csv,C023043,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023043
LED,紅外線傳輸模組,LED_紅外線傳輸模組.csv,C023045,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023045
LED,LED照明產品,LED_LED照明產品.csv,C023046,19,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023046
LED,LED散熱基板,LED_LED散熱基板.csv,C023047,5,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023047
LED,藍寶石基板,LED_藍寶石基板.csv,C023048,0,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023048
LED,MICROLED,LED_MICROLED.csv,C023077,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023077
被動元件,被動元件,被動元件_被動元件.csv,C023060,43,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023060
被動元件,MLCC,被動元件_MLCC.csv,C023061,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023061
被動元件,晶片電阻,被動元件_晶片電阻.csv,C023062,8,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023062
被動元件,電容,被動元件_電容.csv,C023063,4,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023063
被動元件,電阻,被動元件_電阻.csv,C023064,3,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023064
被動元件,電感,被動元件_電感.csv,C023066,13,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023066
被動元件,石英元件,被動元件_石英元件.csv,C023067,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023067
被動元件,鋁質電解電容,被動元件_鋁質電解電容.csv,C023068,6,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023068
被動元件,被動元件上游,被動元件_被動元件上游.csv,C023069,7,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023069
被動元件,鉭質電解電容,被動元件_鉭質電解電容.csv,C023071,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023071
被動元件,塑膠薄膜電容,被動元件_塑膠薄膜電容.csv,C023072,1,https://www.moneydj.com/z/zh/zha/zh00.djhtm?a=C023072
